acceptingOrders,acceptingOrdersTimestamp,active,approved,archived,automaticallyActive,bestAsk,bestBid,clearBookOnStart,clobRewards,clobTokenIds,closed,competitive,conditionId,createdAt,customLiveness,cyom,deploying,deployingTimestamp,description,enableOrderBook,endDate,endDateIso,eventStartTime,event_slug,event_tags,event_title,featured,feesEnabled,funded,groupItemThreshold,groupItemTitle,hasReviewedDates,holdingRewardsEnabled,icon,id,image,lastTradePrice,liquidity,liquidityClob,liquidityNum,manualActivation,marketMakerAddress,negRisk,negRiskMarketID,negRiskOther,negRiskRequestID,new,oneDayPriceChange,oneHourPriceChange,oneMonthPriceChange,oneWeekPriceChange,orderMinSize,orderPriceMinTickSize,outcomePrices,outcomes,pagerDutyNotificationEnabled,pendingDeployment,question,questionID,ready,requiresTranslation,resolutionSource,resolvedBy,restricted,rewardsMaxSpread,rewardsMinSize,rfqEnabled,seriesColor,showGmpOutcome,showGmpSeries,slug,spread,startDate,startDateIso,submitted_by,umaBond,umaResolutionStatuses,umaReward,updatedAt,volume,volume1mo,volume1moClob,volume1wk,volume1wkClob,volume1yr,volume1yrClob,volume24hr,volume24hrClob,volumeClob,volumeNum,polymarket_url
True,2025-12-28T17:10:21Z,True,True,False,True,0.4,0.36,True,,"[""42294956408154105431145054377278390495937053870826492135357974366678904323470"", ""45703772044352928601828998533371327341215640095426407976151500137571045715789""]",False,0.9858044164037855,0xfcaddcca713e3b729d8308089c327a88ec08ca3b5b92f95ade0b47d074302e4d,2025-12-28T17:00:03.303756Z,0,False,False,2025-12-28T17:00:38.076693Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-price-on-january-4,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 4?,False,False,False,6,"88,000-90,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047763,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.39,19394.0721,19394.0721,19394.0721,False,,True,0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b300,False,0x32b0a424753cf511142502dde4a89e79830f2fbb54bcdd1d1f1ce85355ab4c3f,False,0.075,0.02,,,5,0.01,"[""0.38"", ""0.62""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $88,000 and $90,000 on January 4?",0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b306,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-88000-90000-on-january-4,0.04,2025-12-28T17:10:43.055277Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:00:57.870082Z,3136.746108,2654.5971289999993,2654.5971289999993,2654.5971289999993,2654.5971289999993,2654.5971289999993,2654.5971289999993,1120.5111459999998,1120.5111459999998,3136.746108,3136.746108,https://polymarket.com/event/bitcoin-price-on-january-4
True,2025-12-28T17:10:21Z,True,True,False,True,0.29,0.26,True,,"[""69158045866940473479396577772973169783451871201481953245310730946993672496221"", ""19434658469483221946969939344218365139209993768789494767512833648499671168578""]",False,0.9518143961927424,0x4f14f7c31c3337ba32888f3d246c5e5cfe01cbb3cbcfc9ed7a76e9401d84bb54,2025-12-28T17:00:03.380556Z,0,False,False,2025-12-28T17:00:38.07838Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-price-on-january-4,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 4?,False,False,False,7,"90,000-92,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047765,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.24,18729.652,18729.652,18729.652,False,,True,0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b300,False,0x995251c301d2b3c7860a521beee89865bdb7ae0fbbec1b81ea4b3adbf0d77537,False,0.13,,,,5,0.01,"[""0.275"", ""0.725""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $90,000 and $92,000 on January 4?",0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b307,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-90000-92000-on-january-4,0.03,2025-12-28T17:10:42.800987Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:14.200225Z,8142.570706,8023.124901,8023.124901,8023.124901,8023.124901,8023.124901,8023.124901,6614.22,6614.22,8142.570706,8142.570706,https://polymarket.com/event/bitcoin-price-on-january-4
True,2025-12-28T17:10:21Z,True,True,False,True,0.105,0.09,True,,"[""114022449417924727287262103240588810959237964147655351165512809332754287722843"", ""65109413973690290533305682354652826873792277225692937285316236508753189693500""]",False,0.8605805691664739,0xc18d9ce567cd2231d765400ea162ebad64b503c9626180cb6c762b7616a84fb0,2025-12-28T17:00:03.492464Z,0,False,False,2025-12-28T17:00:38.079938Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-price-on-january-4,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 4?,False,False,False,8,"92,000-94,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047768,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.124,15173.70086,15173.70086,15173.70086,False,,True,0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b300,False,0x855280f4f1a66c71d12b4e4aa62fb0390320c9448869e923ebb0149f6d5a07fa,False,0.0525,0.002,,,5,0.001,"[""0.0975"", ""0.9025""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $92,000 and $94,000 on January 4?",0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b308,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-92000-94000-on-january-4,0.015,2025-12-28T17:10:43.309947Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:02.574249Z,302.474283,202.474283,202.474283,202.474283,202.474283,202.474283,202.474283,,,302.474283,302.474283,https://polymarket.com/event/bitcoin-price-on-january-4
True,2025-12-28T17:10:23Z,True,True,False,True,0.04,0.02,True,,"[""46380708042436292098787352810587457850364150164670092877948992350997921002013"", ""71423859072650419673569467776931431164943184387869503534859515495350465298361""]",False,0.8190679007289704,0x51260b7a62101bf9cfaec93ba8572ab26a2a7a4a0db74843104eee04b6680d59,2025-12-28T17:00:03.59301Z,0,False,False,2025-12-28T17:00:38.081538Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-price-on-january-4,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 4?,False,False,False,9,"94,000-96,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047770,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.036,14513.62413,14513.62413,14513.62413,False,,True,0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b300,False,0xd0e136051fff81834ace560506004f226742a19d580f29e8f68a15cedc45fed1,False,0.0055,-0.002,,,5,0.001,"[""0.03"", ""0.97""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be between $94,000 and $96,000 on January 4?",0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b309,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-between-94000-96000-on-january-4,0.02,2025-12-28T17:10:44.577234Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:08.506337Z,593.030466,592.010066,592.010066,592.010066,592.010066,592.010066,592.010066,258.470832,258.470832,593.030466,593.030466,https://polymarket.com/event/bitcoin-price-on-january-4
True,2025-12-28T17:10:23Z,True,True,False,True,0.011,0.004,True,,"[""57775339050803729096615111217787369319548522664225895030803159730830473409722"", ""23457081239831010361243813208626568594191291440656099102601229766575704466924""]",False,0.8047925395731582,0xc4643c83e4aaba337cff39c91b199e095ed12443f6c5696977a2049e9ec2ea18,2025-12-28T17:00:03.680088Z,0,False,False,2025-12-28T17:00:38.083403Z,"This market will resolve according to the final ""Close"" price of the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-price-on-january-4,"['Bitcoin', 'Weekly', 'Neg Risk', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin price on January 4?,False,False,False,10,">96,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047772,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.011,14557.7458,14557.7458,14557.7458,False,,True,0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b300,False,0x44a476decfb3722d53270521f715cee90f0cdff4f002395440f55436c243f401,False,,,,,5,0.001,"[""0.0075"", ""0.9925""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be greater than $96,000 on January 4?",0x637e088f78b61f69964a9bb5dfe8ccd9a82a55715fb555afcde19701b866b30a,False,False,,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,True,0,0,True,,,,will-the-price-of-bitcoin-be-greater-than-96000-on-january-4,0.007,2025-12-28T17:10:44.831316Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:50.21157Z,268.091088,268.091088,268.091088,268.091088,268.091088,268.091088,268.091088,212.809998,212.809998,268.091088,268.091088,https://polymarket.com/event/bitcoin-price-on-january-4
True,2025-12-28T17:09:49Z,True,True,False,True,0.999,0.998,True,,"[""6840205350126107686089977134101640346758139958046228229410726982229523789666"", ""98851101768325811130640402413607412631913903989258761427294003421312492777738""]",False,0.8009597099244316,0xf1d0dacb42b5cfeba3031b59901ad0bf3b8a06ae20dd1c4306c92ae7edb17293,2025-12-28T17:00:04.824818Z,0,False,False,2025-12-28T17:00:21.152279Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,0,"78,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047788,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.999,19682.52438,19682.52438,19682.52438,False,,False,,False,,False,0.0045,,,,5,0.001,"[""0.9985"", ""0.0015""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $78,000 on January 4?",0x65a5e74574d97ae82794a70cbe68e8edd0f8979d30b40608f977f93c79197820,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-78k-on-january-4,0.001,2025-12-28T17:10:11.54656Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T13:56:41.276003Z,13142.590122,8640.065122000002,8640.065122000002,8640.065122000002,8640.065122000002,8640.065122000002,8640.065122000002,8055.478333000003,8055.478333000003,13142.590122,13142.590122,https://polymarket.com/event/bitcoin-above-on-january-4
True,2025-12-28T17:09:49Z,True,True,False,True,0.999,0.996,True,,"[""25459896205217348265593999081091456814821588532679735468003108882046562409298"", ""69329031478009484754819280421235633885253468428392691609151575970994208020043""]",False,0.8015991903848178,0x4bdaac4ec43047ddfa24895d6195f767a7520ed12a338e2b327075e67ae760fa,2025-12-28T17:00:04.835522Z,0,False,False,2025-12-28T17:00:21.16204Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,1,"80,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047789,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.999,11870.73232,11870.73232,11870.73232,False,,False,,False,,False,0.0065,0.001,,,5,0.001,"[""0.9975"", ""0.0025""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $80,000 on January 4?",0xbe1186c40d790ecf92db2b908ce70368bd679c773ec7c710275854fdab7be015,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-80k-on-january-4,0.003,2025-12-28T17:10:11.801754Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T13:57:02.39071Z,23320.221835,11562.333835,11562.333835,11562.333835,11562.333835,11562.333835,11562.333835,427.7213770000001,427.7213770000001,23320.221835,23320.221835,https://polymarket.com/event/bitcoin-above-on-january-4
True,2025-12-28T17:09:47Z,True,True,False,True,0.996,0.991,True,,"[""66449754717779666842628333474687326018856247092865792954349745309897988088312"", ""69934902140435437569074157041851814879384817876372933078516135047890707756093""]",False,0.8041544225779221,0xf0d1f7abd51b45a63508c78937b0d9ed3b75cef380400e9868a295497f77655a,2025-12-28T17:00:04.843793Z,0,False,False,2025-12-28T17:00:21.155632Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,2,"82,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047790,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.996,15470.45527,15470.45527,15470.45527,False,,False,,False,,False,0.0105,,,,5,0.001,"[""0.9935"", ""0.0065""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $82,000 on January 4?",0x7eb06b2a222777aa3490379867d7308e5415eb2c1a3cddd251f038e1d4e92d25,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-82k-on-january-4,0.005,2025-12-28T17:10:09.209743Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:02:43.974779Z,4396.321604,4391.321604,4391.321604,4391.321604,4391.321604,4391.321604,4391.321604,1526.215343,1526.215343,4396.321604,4396.321604,https://polymarket.com/event/bitcoin-above-on-january-4
True,2025-12-28T17:09:49Z,True,True,False,True,0.996,0.985,True,,"[""43975872396378861106361618222107892259031222961772258129629429315756318906917"", ""70251762694057843699980302655731337485813499545236006529829950365688048826903""]",False,0.806067918073675,0x1d3a217e13e8b5b8870bb51e23d8ece7b6869e32d852f3063ce2ec7fe56ddc33,2025-12-28T17:00:04.85152Z,0,False,False,2025-12-28T17:00:21.158815Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,3,"84,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047791,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.972,15861.0305,15861.0305,15861.0305,False,,False,,False,,False,0.0305,-0.0025,,,5,0.001,"[""0.9905"", ""0.0095""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $84,000 on January 4?",0x6835287002589b00d596eadffa0d02f0cd1c6a13d4cc67d94e59bce9b4da7c2d,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-84k-on-january-4,0.011,2025-12-28T17:10:11.291161Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:02:53.768221Z,2486.78793,2465.3479299999995,2465.3479299999995,2465.3479299999995,2465.3479299999995,2465.3479299999995,2465.3479299999995,287.67226600000004,287.67226600000004,2486.78793,2486.78793,https://polymarket.com/event/bitcoin-above-on-january-4
True,2025-12-28T17:09:49Z,True,True,False,True,0.96,0.94,True,,"[""84938524890547837183454087613206964388922973968120755061727204043273123955584"", ""110316445824628336813917552579915845744852607187067830274085938622819047599781""]",False,0.8316008316008316,0x4172fbaefa4169d6a909ec55b053bd10ae2724ec738654f28fb6cf44be8c73cd,2025-12-28T17:00:04.859954Z,0,False,False,2025-12-28T17:00:21.165445Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,4,"86,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047792,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.94,15367.6358,15367.6358,15367.6358,False,,False,,False,,False,0.13,0.01,,,5,0.01,"[""0.95"", ""0.05""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $86,000 on January 4?",0x0746a8c650ae938802886b6195a666b924a092694264cae3258b062c925a40fa,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-86k-on-january-4,0.02,2025-12-28T17:10:12.056224Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:02:25.097384Z,7301.038462,5282.278461999999,5282.278461999999,5282.278461999999,5282.278461999999,5282.278461999999,5282.278461999999,3801.650659,3801.650659,7301.038462,7301.038462,https://polymarket.com/event/bitcoin-above-on-january-4
True,2025-12-28T17:09:51Z,True,True,False,True,0.77,0.74,True,,"[""51882898429564382538773662714478674705863349200842170308793151075403213734259"", ""6921270052392517097808665902082562793983467825833004910432118733595340925414""]",False,0.938945095185559,0xf107ae74f49644e73b220d01359fe00665c6297741e71cd4cece52d2e4a0f5b0,2025-12-28T17:00:04.867745Z,0,False,False,2025-12-28T17:00:21.168572Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,5,"88,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047793,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.78,19381.0467,19381.0467,19381.0467,False,,False,,False,,False,0.265,-0.005,,,5,0.01,"[""0.755"", ""0.245""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $88,000 on January 4?",0x319d3d18bfa2d2f8376d4112bc2c0bb1327e0219067b46f8cd42db52b28c58c5,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-88k-on-january-4,0.03,2025-12-28T17:10:13.584057Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:23.335275Z,10376.656743,8976.624339000002,8976.624339000002,8976.624339000002,8976.624339000002,8976.624339000002,8976.624339000002,7970.854142,7970.854142,10376.656743,10376.656743,https://polymarket.com/event/bitcoin-above-on-january-4
True,2025-12-28T17:09:53Z,True,True,False,True,0.4,0.39,True,,"[""69247515319465768372083049433252998824082264566479049746766827838123736211528"", ""67294559372969809937676844123704602333444078098654109309482834121496633181196""]",False,0.9890952251428006,0x9deab102d70fc2e7c1e8b3fa78f81ac2fb881dc3b162f03a50e5cd2410e6a971,2025-12-28T17:00:04.875637Z,0,False,False,2025-12-28T17:00:21.171843Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",True,2026-01-04T17:00:00Z,2026-01-04,,bitcoin-above-on-january-4,"['Bitcoin', 'Weekly', 'Multi Strikes', 'Crypto', 'Crypto Prices', 'Recurring', 'Hide From New']",Bitcoin above ___ on January 4?,False,False,False,6,"90,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1047794,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,0.39,20129.7307,20129.7307,20129.7307,False,,False,,False,,False,0.205,-0.01,,,5,0.01,"[""0.395"", ""0.605""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $90,000 on January 4?",0x1ecbbb2c2f05c65ff467e8fe05780d19354576ce4e9a2324610f9e4bd57f7a93,False,False,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0,0,False,,,,bitcoin-above-90k-on-january-4,0.01,2025-12-28T17:10:15.224923Z,2025-12-28,0x91430CaD2d3975766499717fA0D66A78D814E5c5,500,[],2,2026-01-02T14:03:31.286782Z,8134.30758,5571.12258,5571.12258,5571.12258,5571.12258,5571.12258,5571.12258,3758.1847610000004,3758.1847610000004,8134.30758,8134.30758,https://polymarket.com/event/bitcoin-above-on-january-4
